Date,Location / Operator,Manufacturer 1,Aircraft Type 1,Manufacturer 2,Aircraft Type 2,Occupants,Occupant Fatalities,Ground Fatalities
10-Aug-97,"Matsu Island, Taiwan Formosa Airlines",dornier,dornier do-228-212,,,16,16,0
29-Aug-97,"Puerto Inirida, Venezuela SATENA",pilatus,pilatus pc-6 turbo porter,cessna,cessna 206,12,12,0
3-Sep-97,"Phnom Penh, Cambodia Vietnam Airlines",tupolev,tupolev tu-134,,,66,65,0
6-Sep-97,"Near Miri, Malaysia Borneo Airways",dornier,dornier 228-212,,,10,10,0
12-Sep-97,"Near Uvira, Zaire TMK Air Commuter",de havilland canada,de havilland canada dhc-6 twin otter 300,,,22,22,0
13-Sep-97,"Off Namibia, Africa Military - Luftwaffe / Military - USAF",tupolev,tupolev tu-154m,c-,c-141 starlifter,33,33,0
26-Sep-97,"Buah Nabar, Indonesia Garuda Indonesia Airlines",airbus,airbus a300-b4-200,,,234,234,0
8-Oct-97,"Near Montrose, Colorado Scenic Airlines",cessna,cessna 208b caravan i,,,9,9,0
10-Oct-97,"Nuevo Berlin, Uruguay Austral Lineas Aeras (Argentina)",mcdonnell douglas,mcdonnell douglas dc-9-32,,,74,74,0
10-Oct-97,"Taipei, Taiwan Military - Republic of China Air Force",lockheed,lockheed c-130h hercules,,,5,5,0
12-Oct-97,"Monterey Bay, near Pacific Grove, California Private",rutan,rutan long ez (experimental aircraft),,,1,1,0
29-Oct-97,"Jalal-Abad, Afghanistan Ariana Afghan Airlines",yakovlev,yakovlev yak-40,,,26,2,0
8-Nov-97,"Near Barrow, Alaska Hageland Aviation Services",cessna,cessna 208b caravan i,,,8,8,0
5-Dec-97,"Irkutsk-2, Russia Military - Russian Air Force",antonov,antonov an-124-100,,,23,23,44
9-Dec-97,"Little Grand Rapids, Canada Sowind Air",embraer,embraer 110p1 bandeirante,,,17,4,0
13-Dec-97,"La Veriente, Bolivia STAP",swearingen,swearingen sa-226t metro ii,,,19,10,0
15-Dec-97,"Sharjah, United Arab Emirates Tajikistan Airlines",tupolev,tupolev tu-154,,,86,85,0
17-Dec-97,"Fotina, Greece Aerosweet Airlines (LVOV)",yakovlev,yakovlev yak-42,,,70,70,0
19-Dec-97,"Near Palembang, Indonesia SilkAir",boeing,boeing b-737-300,,,104,104,0
20-Dec-97,"Tanagra, Greece Military - Greek Air Force",lockheed,lockheed c-130h hercules,,,5,5,0
27-Dec-97,"Atlantic Ocean, off Angola Renan Airways",antonov,antonov an-72,,,5,5,0
28-Dec-97,Over the Pacific Ocean United Air Lines,boeing,boeing b-747-122,,,393,1,0
31-Dec-97,"Rio Sidra, Panama Parsa",britten-norman,britten-norman bn-2a trislander,,,10,10,0
13-Jan-98,"Brno, Czech Republic Aeroservice International",let,let 410uvp,,,2,2,0
13-Jan-98,"Tor Kach, Pakistan Military - Ariana Afghan Airlines",antonov,antonov an-12bp,,,51,51,0
27-Jan-98,"Yangon (Rangoon), Myanmar Myanmar Airways",fokker,fokker f-27 friendship 600,,,45,16,0
2-Feb-98,"Cagyan de Oro, Philippines Cebu Pacific Air",mcdonnell douglas,mcdonnell douglas dc-9-32,,,104,104,0
3-Feb-98,"Near Cavalese, Trento, Italy Military - U.S. Marine Corps",grumman,grummand ea-6b,,,2,0,20
4-Feb-98,"Terceira, Portugal Air Luxor",antonov,antonov 12bp,,,7,7,0
5-Feb-98,"Near Navafria, Spain Military - Spanish Air Force",casa,casa 212-s1 aviocar 100,,,5,5,0
12-Feb-98,"Near Nasir, Sudan Military - Sudan Air Force",antonov,antonov an-32,,,57,27,0
16-Feb-98,"Taipei, Taiwan China Airlines (Taiwan)",airbus,airbus a300-622r,,,196,196,7
10-Mar-98,"Mombasa, Kenya Air Memphis",boeing,boeing 707-336c,,,6,6,0
18-Mar-98,"Off Hsinchu, Taiwan Formosa Airlines",,saab340b,,,13,13,0
19-Mar-98,"Near Charasyab, Afghanistan Ariana Afghan Airlines",boeing,boeing b-727-228,,,45,45,0
22-Mar-98,"Bacolod, Philippines Philippine Air Lines",airbus,airbus a.320-214,,,127,0,3
28-Mar-98,"Piura, Peru Fuerza Aérea del Peru",antonov,antonov an-32,,,55,22,1
31-Mar-98,"Near Mexico City, Mexico Linea Aérea Mexicana de Carga",convair,convair cv-240-53,,,4,2,0
20-Apr-98,"Near Bogota, Colombia Air France",boeing,boeing b-727-230,,,53,53,0
5-May-98,"Andoas, Peru Fuerza Aérea del Peru",boeing,boeing b-737-282,,,88,75,0
12-May-98,"Near Nema, Mauritania Military - Mauritanian Air Force",xian yunshuji,xian yunshuji y-7-100c,,,42,39,0
25-May-98,"Near Longtiang, Laos Military - Lao People's Liberation Army Air Force",yakovlev,yakovlev yak-40,,,26,26,0
25-May-98,"Indian Trail, North Carolina Air Taxi - US Helicopters Inc.",bell,bell 206l-3,,,5,5,0
26-May-98,"Near Erdenet, Mongolia MIAT - Mongolian Airlines",harbin,harbin yunshuji y-12 ii,,,28,28,0
18-Jun-98,"Montreal, Canada Propair",swearingen,swearingen sa-226tc metroliner ii,,,11,11,0
25-Jun-98,"Mt. Waialeale, Hawaii Air Taxi - Ohana Helicopter Tours",eurocopter,eurocopter as-350-ba,,,6,6,0
13-Jul-98,"Off Rasal, United Arab Emirates ATI Aircompany",ilyushin,ilyushin 76md,,,8,8,0
16-Jul-98,"Córdoba, Argentina Alas del Sur",rockwell,rockwell sabreliner 60,,,3,3,0
17-Jul-98,"Asmara, Eritrea Ukraine Aviation Transport Company",ilyushin,ilyushin ii-76,,,10,10,0
23-Jul-98,"Pico de Orizaba, Mexico Military - Mexican Air Force",short,shorts sc-7 skyvan 3-100,,,4,4,0
27-Jul-98,"Southhampton, England Plane Sailing",consolidated,consolidated pby-5a catalina,,,18,4,0
28-Jul-98,"Barcelona, Spain Swifair",swearingen,swearingen sa.227ac metro iii,,,2,2,0
29-Jul-98,"Manacapuru River, Brazil Selva Taxi Aero",embraer,embraer 110 bandeirante,,,24,5,0
30-Jul-98,"Near Quiberon, France Proteus Air / Private",beechcraft,beechcraft 1900d,cessna,cessna 177,15,15,0
30-Jul-98,"Kochi, India Alliance Airlines",dornier,dornier 228-201,,,6,6,2
4-Aug-98,"Kincolith, British Columbia, Canada Harbour Air Seaplanes Ltd.",de havilland,de havilland dash-2 beaver,,,5,5,0
11-Aug-98,"Saurimo, Angola Alada",antonov,antonov an-12bp,,,13,1,0
19-Aug-98,"Foveaux Strait, New Zealand Vincent Aviation",cessna,cessna 402c,,,10,5,0
21-Aug-98,"Near Ghorepani, Nepal Lumbini Airways",de havilland canada,de havilland canada dhc-6 twin otter 300,,,18,18,0
24-Aug-98,"Pretoria, South Africa Speed Service Couriers",,dc-3-65tp,,,2,1,0
24-Aug-98,"Manibagi, Myanmar Myanmar Airways",fokker,fokker f-27 friendship 600,,,44,44,0
29-Aug-98,"Quito, Ecuador Cubana de Aviacion",tupolev,tupolev tu-154m,,,91,70,10
2-Sep-98,"Off Peggy's Cove, Nova Scotia, Canada Swissair",mcdonnell douglas,mcdonnell douglas md-11,,,229,229,0
2-Sep-98,Angola Permaviatrans,antonov,antonov an-26,,,24,24,0
9-Sep-98,"Port Alsworth, Alaska Rusts Flying Service Inc.",de havilland,de havilland dash-2 float plane,,,5,5,0
10-Sep-98,"Islamabad, Pakistan Military - Pakistan Air Force",lockheed,lockheed c-130b hercules,,,5,5,0
25-Sep-98,"Near Nador, Morroco Paukn Air",british aerospace,british aerospace bae-146-100,,,38,38,0
28-Sep-98,"Praia, Cape Verde Cabo Verde Airlines",de havilland canada,de havilland canada dhc-6 twin otter 300,,,22,1,0
29-Sep-98,"Off Mannar, Sri Lanka Lionair",antonov,antonov an-24rv,,,55,55,0
2-Oct-98,"Near Canaima, Venezuela Servivensa",douglas,douglas dc-3c,,,27,1,0
10-Oct-98,"Near Kindu, Congo Congo Airline",boeing,boeing b-727-30,,,41,41,0
21-Oct-98,"Yerevan, Armenia Ararat Avia",yakovlev,yakovlev yak-40,,,37,0,4
25-Oct-98,"Rwenzori mountains, Uganda TanaMana Aviation",britten-norman,britten-norman bn-2a-3 islander,,,11,4,0
1-Nov-98,"Near Quetzaltenango, Guatemala Living Water Teaching Ministries Charter",douglas,douglas dc-3c,,,18,11,0
11-Nov-98,"Near Krasnoyarsk, Russia Sakha Airlines",antonov,antonov an-12,,,13,13,0
21-Nov-98,"Edgewater, Maryland Private",burgess,burgess rv-6 experimental,,,1,1,0
7-Dec-98,"Baie-Comeau, Canada Air Satellite",britten-norman,britten-norman trislander,,,10,7,0
11-Dec-98,"Near Surat Thani, Thailand Thai Airways",airbus,airbus a-310-204,,,146,102,0
14-Dec-98,"Near Cuito, Angola Khors Aircompany",antonov,antonov an-12bp,,,11,11,0
17-Dec-98,"Saurimo, Angola Zanex",antonov,antonov 12,,,10,1,0
22-Dec-98,"Medellín, Colombia SELVA",antonov,antonov 32b,,,5,5,0
26-Dec-98,"Vila Nova, Angola Transafrik",lockheed,lockheed martin l-100-30 hercules,,,14,14,0
2-Jan-99,"Near Huambo, Angola Transafrik - United Nations Charter",lockheed,lockheed l-100-30 hercules,,,9,9,0
12-Jan-99,"Guernsey, Channel Islands, England Channel Express",fokker,fokker f-27 friendship 600,,,2,2,0
13-Jan-99,"Mayne Island, British Columbia, Canada Kelowna Flightcraft Air Charter",douglas,douglas dc-3c,,,2,2,0
13-Jan-99,"Geilenkirchen, Germany Military - German Air National Guard",boeing,boeing kc-135e,,,4,4,0
16-Jan-99,"Coconut Island, QLD, Australia Uzu Air",britten-norman,britten-norman bn-2a-26,,,4,3,0
21-Jan-99,"Bluefields, Nicaragua Fuerza Aérea Nicaragua",antonov,antonov an-26,,,28,28,0
2-Feb-99,"Luanda, Angola Savannair",antonov,antonov an-12,,,14,14,13
3-Feb-99,"Hoskins, Papua New Guinea Airlink",britten-norman,britten-norman bn-2a trislander,,,11,11,0
8-Feb-99,"Kinshasa, Democratic Republic Congo Air Karibu",lockheed,lockheed l-188a electra,,,7,7,0
24-Feb-99,"Rui'an, China China Southwest Airlines",tupolev,tupolev tu-154,,,61,61,0
25-Feb-99,"Genoa, Italy Minerva Airlines",dornier,dornier 328-110,,,31,4,0
7-Mar-99,"New Delhi, India Military - Indian Air Force",antonov,antonov an-32 transport,,,19,19,3
18-Mar-99,"Near Tame, Colombia ALIANSA Colombia",douglas,douglas dc-3c (c-47a-dk),,,8,8,8
19-Mar-99,"Davis Inlet, Newfoundland, Canada Provincial Airlines",de havilland canada,de havilland canada dhc-6 twin otter 300,,,2,1,0
7-Apr-99,"Near Ceyhan, Turkey Turkish Airlines (THY)",boeing,boeing 737-4q8,,,6,6,0
7-Apr-99,"Ribeirao Preto, Brazil Manacá Táxi Aéreo",learjet,learjet 24d,,,5,5,0
8-Apr-99,"Near Malaga, Colombia Aerotaca",de havilland canada,de havilland canada dhc-6 twin otter 300,,,5,5,0
15-Apr-99,"Shanghi, China Korean Air",mcdonnell douglas,mcdonnell douglas md-11,,,3,3,0
8-May-99,"Off Port Vila, Vanuatu Vanair",de havilland canada,de havilland canada dhc-6 twin otter 300,,,12,7,0
24-May-99,"Kuching, Malaysia Military - Malaysian Air Force",de havilland canada,de havilland canada dhc-4a,,,5,5,0
29-May-99,"Ol Kiombo, Kenya Malindi Air Services",let,let 410uvp-e,,,2,2,0
1-Jun-99,"Little Rock, Arkansas American Airlines",mcdonnell douglas,mcdonnell douglas md-82,,,145,11,0
3-Jun-99,"Near Khartoum, Sudan Military - Sudan Air Force",antonov,antonov 32,,,50,50,0
9-Jun-99,"Juneau, Alaska Air Taxi - Coastal Helicopters Inc.",eurocopter,eurocopter as-350ba,,,7,7,0
9-Jun-99,"Coron, Philippines Pacific Airways",britten-norman,britten-norman bn-2a-21 islander,,,1,1,0
17-Jun-99,"Goroka, Papua New Guinea Airlink",embraer,embraer 110p2 bandeirante,,,17,17,0
25-Jun-99,"Long Haul Lake, Manatoba, Canada Blue Water Aviation Services",de havilland canada,de havilland canada dhc-3 otter,,,2,1,0
1-Jul-99,"Luzamba, Angola Savanair",antonov,antonov 12b,,,5,1,0
2-Jul-99,"Sittwe, Myanmar Myanmar Airways",fokker,fokker f-27 friendship 600,,,8,8,0
4-Jul-99,"Villavicencio, Colombia LANC Colombia",douglas,douglas dc-6a,,,18,5,0
7-Jul-99,"Near Kathmandu, Nepal Lufthansa Cargo Airlines",boeing,boeing 727-243f,,,5,5,0
9-Jul-99,"Toluca , Mexico Aero Jet Express",hawker siddeley,hawker siddeley hs-125,,,4,4,0
16-Jul-99,"Off Martha's Vineyard, Massachusetts Private",piper,piper pa-32-r301 saratoga ii hp,,,3,3,0
23-Jul-99,"Tokyo, Japan All Nippon Airways",boeing,boeing b-747,,,517,1,0
23-Jul-99,"Near Orito, Colombia Military - U.S. Army",de havilland canada,de havilland canada dhc-7-102,,,7,7,0
24-Jul-99,"Nasevou Village, Fiji Air Fiji",embraer,embraer 110p1 bandeirante,,,17,17,0
7-Aug-99,"Santo Antao, Cape Verde Islands TACV-Cabo Verde Airlines",dornier,dornier 228-201,,,18,18,0
22-Aug-99,"Hong Kong, China China Airlines (Taiwan)",mcdonnell douglas,mcdonnell douglas md-11,,,315,3,0
24-Aug-99,"Hualian, Taiwan Uni Air",mcdonnell douglas,mcdonnell douglas md-90-30,,,96,1,0
26-Aug-99,"Turtkul, Uzbekistan Uzbekistan Airways",yakovlev,yakovlev yak-40,,,33,2,0
31-Aug-99,"Buenos Aires, Argentina LAPA, Lineas Aereas Privadas Argentinas",boeing,boeing b-737-204c,,,103,63,2
5-Sep-99,"Near Kathmandu, Nepal Necon Air",hawker siddeley,hawker siddeley hs-748-501 super 2b,,,15,15,0
14-Sep-99,"Bucharest, Romania Greek Government",dassault,dassault falcon 900b,,,13,7,0
14-Sep-99,"Belelm, Brazil Norte Jet Táxi Aéreo",embraer,embraer 110 bandeirante,,,2,2,0
14-Sep-99,"Girona, Spain Britannia Airways",boeing,boeing 757-204,,,245,1,0
17-Sep-99,"Mt. Hidalgo, Mexico Military - Mexican Air Force",lockheed,lockheed c-130a hercules,,,5,5,0
2-Oct-99,"Dhahran, Saudi Arabia Aramco Associated Company",bell,bell 214st helicopter,,,20,12,0
24-Oct-99,"San Carlos, Venezuela Military - Venezuelan Army",arava,arava 201,,,6,6,0
25-Oct-99,"Aberdeen, South Dakota Private charter",learjet,learjet 35,,,6,6,0
31-Oct-99,"Off Nantucket Island, Massachusetts EgyptAir",boeing,boeing b-767-366er,,,217,217,0
9-Nov-99,"Near Uruapan, Mexico TAESA",mcdonnell douglas,mcdonnell douglas dc-9-31,,,18,18,0
12-Nov-99,"Near Pristina, Kosovo Si Fly - U.N. charter",aérospatiale,aerospatiale alenia atr-42,,,24,24,0
5-Dec-99,"Moscow, Russia Tashkent Aircraft Production Corporation",ilyushin,ilyushin 114t,,,7,5,0
7-Dec-99,"Near Bayombang, Philippines Asian Spirit",let,let 410uvp,,,17,17,0
10-Dec-99,"Kuwait City, Kuwait Military - U.S. Air Force",lockheed,lockheed c-130h,,,94,3,0
11-Dec-99,"Sao Jorge, Azores (Portugal) SATA",british aerospace,british aerospace apt,,,35,35,0
21-Dec-99,"Guatemala City, Guatemala Cubana de Aviacon",mcdonnell douglas,mcdonnell douglas dc-10-30,,,314,16,2
22-Dec-99,"Great Hallingbury, United Kingdom Korean Air",boeing,boeing 747-2b5f,,,4,4,0
24-Dec-99,"Amritsar, India / Kandahar, Afghanistan Indian Airlines",airbus,airbus a300b2-101,,,189,1,0
25-Dec-99,"Bejuma, Venezuela Cubana de Aviacion",yakovlev,yakovlev yak-42d,,,22,22,0
25-Dec-99,"Near Simara, Nepal Skyline Airways",de havilland canada,de havilland canada dhc-6 twin otter,,,10,10,0
29-Dec-99,"Near Zonguldak, Turkey Ecuato Guineana de Aviacion",antonov,antonov 28,,,6,6,0
5-Jan-00,"Abuja, Nigeria Skypower Express Airways",embraer,embraer 110p1a bandeirante,,,16,1,1
10-Jan-00,"Niederhasli, Switzerland Crossair",saab,saab 340b,,,10,10,0
13-Jan-00,"Off Marsa el-Brega, Libya Avisto",short,shorts 360-300,,,41,22,0
15-Jan-00,"San Jose, Costa Rica TACA",let,let 410uvp-e,,,20,5,0
30-Jan-00,"Off Abidjan, Ivory Coast Kenya Airways",,airbusa310-304,,,179,169,0
31-Jan-00,"Off Point Mugu, California Alaska Airlines",mcdonnell douglas,mcdonnell douglas md-83,,,88,88,0
2-Feb-00,"Tehran, Iran Military - Islamic Republic of Iran Air Force",lockheed,lockheed c-130 hercules,,,8,8,0
16-Feb-00,"Sacramento, California Emery Worldwide",mcdonnell douglas,mcdonnell douglas dc-8-71f,,,3,3,0
5-Mar-00,"Burbank, Calilfornia Southwest Airlines",boeing,boeing b-737-3t5,,,142,0,0
9-Mar-00,"Moscow, Russia Vologodskiye Airlines",yakovlev,yakovlev yak-40,,,9,9,0
17-Mar-00,"Near Kuna Yala, Panama Aeroperlas",de havilland canada,de havilland canada dhc-6 twin otter 300,,,10,10,0
17-Mar-00,"Ennadai Lake, Canada Points North Air Services",douglas,douglas c-47a-5-dk,,,2,2,0
22-Mar-00,"Herreira, Spain Military - Ejército del Aire",casa,casa 212-de aviocar 200,,,7,7,0
24-Mar-00,"Kadirana, Sri Lanka Sky Cabs",antonov,antonov an-12 (freighter),,,8,6,2
25-Mar-00,"Huambo, Angola Uralex",antonov,antonov an-32,,,33,3,0
30-Mar-00,"Near Anuradhapura, Sri Lanka Military - Sri Lankan Air Force",antonov,antonov an-26,,,40,40,0
5-Apr-00,"Marianna, Florida Bankair",learjet,learjet 35a,,,3,3,0
19-Apr-00,"Samal Island, Philippines Air Philippines",boeing,boeing b-737-2h4,,,131,131,0
19-Apr-00,"Pepa ,Congo Military - Centrafricain Airlines",antonov,antonov an-8,,,24,24,0
29-Apr-00,"Bapi, Papua New Guinea North Coast Aviation",britten-norman,britten-norman bn-2a-20 islander,,,4,4,0
2-May-00,"Lyon Satolas, France Northern Executive Aviation",learjet,learjet 35a,,,5,2,0
3-May-00,"Kurupung, Guyana Trans Guyana Airways",britten-norman,britten-norman bn-2a-9 islander,,,1,1,0
10-May-00,"Kaunakakai, Hawaii Price Aircraft Company",rockwell,rockwell sabreliner 65,,,6,6,0
17-May-00,"Moanda, Gabon Avirex",beechcraft,beechcraft 1900c-1,,,10,3,0
21-May-00,"Near Wilkes-Barre, Pennsylvania Executive Airlines",british aerospace,british aerospace jetstream 3101-31,,,19,19,0
25-May-00,"Near Manila, Philippines Philippine Air Lines",airbus,airbus a.330-301,,,298,1,0
31-May-00,"Off Whyalla, Australia Whyalla Airlines",piper,piper pa-31-350 navajo,,,8,8,0
5-Jun-00,"Accra, Ghana Ghana Airlink",fokker,fokker f-27 friendship 600,,,52,7,0
22-Jun-00,"Shitai, China Wuhan Airlines",xian yunshuji,xian yunshuji y-7-100c,,,44,44,7
23-Jun-00,"Boca Raton, Florida Universal Jet Aviation",learjet,learjet 55,,,3,3,0
27-Jun-00,"Off Shimano, Japan Military - Japanese Air Self-Defence Force",kawasaki,kawasaki c-1a,,,5,5,0
2-Jul-00,"Off Cagayancillo, Philippines Military - Philippine Air Force",gaf,gaf nomad n-22c,,,15,14,0
8-Jul-00,"Near Villahermosa, Mexico Aerocaribe",british aerospace,british aerospace bae jetstream 32ep,,,19,19,0
9-Jul-00,"Villavicencio, Colombia CORAL Colombia",curtiss,curtiss c-46a-60-cs,,,19,13,0
13-Jul-00,"Raleigh, North Carolina Win Win Aviation",de havilland canada,de havilland canada dhc-6 twin otter 200,,,3,1,0
17-Jul-00,"Patna, India Indian Airlines/Alliance Airlines",boeing,boeing b-737-2a8 advanced,,,58,55,5
19-Jul-00,"Linneus, Maine Airwave Transport",grumman,grumman g-159 gulfstream i,,,2,2,0
20-Jul-00,"Nassau, Bahamas Allied Air Freight",douglas,douglas c-47a-10-dk,,,2,2,0
21-Jul-00,"Maui, Hawaii Blue Hawaiian Helicopters",aérospatiale,aérospatiale as355-f1,,,7,7,0
25-Jul-00,"Gonesse, France Air France",british areospace,british areospace concorde 101,,,109,109,4
26-Jul-00,"Mafraq, Jordan Military - Royal Jordanian Air Force",lockheed,lockheed c-130h hercules,,,13,13,0
27-Jul-00,"Jodhura, Nepal Royal Nepal Airlines",de havilland canada,de havilland canada dhc-6 twin otter 300,,,25,25,0
2-Aug-00,"Cubatao, Brazil Air taxi - Lider Air Taxi",sikorsky,sikorsky s-76,,,6,6,0
6-Aug-00,"Puerto Montt, Chile Military - Fuerza Aérea de Chile",casa,casa 212-ab10 aviocar,,,14,14,0
9-Aug-00,"Burlington Township, New Jersey Patuxent Airways / Private",piper,piper navajo pa-31,piper,piper seminole pa-44,11,11,0
12-Aug-00,"Near Tshikapa, Congo Staer Air",antonov,antonov an-26b,,,27,27,0
23-Aug-00,"Off Manama, Bahrain Gulf Air",airbus,airbus a320-212,,,143,143,0
2-Sep-00,"Mount Montezuma, Colombia Military - Fuerza Aérea Colombiana",douglas,douglas c-47,,,7,7,0
4-Sep-00,"Near Burketown, Australia Charter - Central Air",beechcraft,beechcraft ska 200,,,8,8,0
16-Sep-00,"Kumarapura, Sri Lanka Military - Sri Lanka Air Force",mil,mil mi-17,,,14,14,0
6-Oct-00,"Reynosa, Mexico Aeromexico",mcdonnell douglas,mcdonnell douglas dc-9-31,,,88,0,4
8-Oct-00,"Port Radium, Northwest Territories, Canada Summit Air Charters",short,shorts sc.7 skyvan 3-100,,,3,3,0
10-Oct-00,"Wichita, Kansas Bombardier Aerospace",canadair,canadair cl-600-2b16 challenger 604,,,3,2,0
16-Oct-00,"Hillsboro, Missouri Private",cessna,cessna 335,,,3,3,0
19-Oct-00,"Near Sam Neua, Laos Lao Aviation",harbin,harbin yunshuji y-12-ii,,,17,8,0
25-Oct-00,"Near Batumi, Republic of Georgia Military - Russian Air Force",ilyushin,ilyushin il-18d,,,86,86,0
31-Oct-00,"Taipei, Taiwan Singapore Airlines",boeing,boeing b-747-412,,,179,83,0
31-Oct-00,"Near Monaquimbundo, Angola Aca-Ancargo",antonov,antonov an-26,,,44,44,0
7-Nov-00,"Luabo, Democratic Republic Congo Malu Aviation",antonov,antonov 32b,,,11,2,0
9-Nov-00,"Fort Wayne, Indiana Superior Aviation",swearingen,swearingen sa.226tc metro ii,,,1,1,0
15-Nov-00,"Near Luanda, Angola Asa Pesada",antonov,antonov an-26,,,57,57,0
20-Nov-00,"Miami, Florida American Airlines",airbus,airbus a300-600r,,,114,1,0
11-Dec-00,"Near Sumacal, Beni, BO Servicio Aereo Manchupo",cessna,cessna 206,,,6,6,0
4-Jan-01,"Zheng Zou AB, China Military - People's Liberation Army",shaanxi,shaanxi yunshuji y-8/yunshuji y-8,,,16,16,6
8-Jan-01,"Near Silimo, Indonesia Military - Tentara Nasional Indonesia Navy",casa,casa 212-mp aviocar 200,,,9,9,0
23-Jan-01,"Eider Point, Alaska Majestic Air Cargo",douglas,douglas c-47a-30-dk (dc-3c),,,2,2,0
25-Jan-01,"Ciudad Bolivar, Venezuela Rutaca Airlines",douglas,douglas dc-3c (c47a-dl),,,24,24,0
27-Jan-01,"Byers, Colorado North Bay Charter",beechcraft,beechcraft king air 200 catpass,,,10,10,0
31-Jan-01,"El Yopal, Colombia Lineas Aereas Suramericanas",sud-aviation,sud aviation se-210 caravelle 10r,,,6,3,0
8-Feb-01,"Nurnberg, Germany E.A.S. Aeroservizi",learjet,learjet 35a,,,3,3,0
8-Feb-01,"Beaver Island, Minnesota Northern Illinois Flight Center",swearingen,swearingen sa.227at merlin ivc,,,6,2,0
10-Feb-01,"Jakobkondre, Suriname Gum Air Charter",gaf,gaf nomad n24a,,,10,10,0
27-Feb-01,"Near Granton Harbour, Scotland Loganair",short,shorts 360-100,,,2,2,0
3-Mar-01,"Unadilla, Georgia Military - Florida Army National Guard",short,short 360,,,21,21,0
3-Mar-01,"Bangkok, Thailand Thai Airways",boeing,boeing b-737-4d7,,,5,1,0
15-Mar-01,"Medina, Saudi Arabia Vnukovo Airlines",tupolev,tupolev 154m,,,174,3,0
24-Mar-01,"Gustavia, St. Barthélémy, French West Indies Air Caraibes",de havilland canada,de havilland canada dhc-6 twin otter,,,19,19,1
26-Mar-01,"Jadura, Indonesia Merpati Nusantara Airlines",fokker,fokker f-27 friendship 500f,,,3,3,0
29-Mar-01,"Near Aspen, Colorado Jetwingsco Inc. - Private Charter",grumman,grummand gulfstream iii,,,18,18,0
4-Apr-01,"Adar Yeil, Sudan Military - Sudan Air Force",antonov,antonov an-24,,,30,14,0
7-Apr-01,"Thanh Tranh Village, Vietnam SFC Vietnam - Charter - Full Account",mil,mil mi-18 helicopter,,,16,16,0
28-Apr-01,"Near Roque Perez, Argentina Private - Techint group",cessna,cessna 208b grand caravan,,,10,10,0
16-May-01,"Malatya, Turkey Military - Turkish Air Force",casa,casa cn-235m-10,,,34,34,0
17-May-01,"Near Sari, Iran Faraz Qeshm Airlines",yakovlev,yakovlev yak-40,,,30,30,0
17-May-01,"Mendoza, Argentina Fuerza Aérea Argentina",fokker,fokker f-27 friendship 400m,,,5,5,0
22-May-01,"Near Myakotino, Russia Military - Russian Air Force",antonov,antonov 12mga,,,7,7,0
15-Jun-01,"Jayapura, Indonesia Manunggal Air",transall,transall c-160ng,,,19,1,0
4-Jul-01,"Near Irkutsk, Russia Vladivostokavia",tupolev,tupolev tu-154m,,,145,145,0
5-Jul-01,"Off Chinhae, South Korea Private - Daewoo Shipbuilding",sikorsky,sikorsky s-76b helicopter,,,12,8,0
12-Jul-01,"Near Puerto Cabello, Venezuela Private - Overtec Company",antonov,antonov an-28 pzl-mielec m-28 sky truck,,,13,13,0
14-Jul-01,"Near Moscow, Russia Russ Air Transport Company",ilyushin,ilyushin il-76,,,10,10,0
5-Aug-01,"Reykjavík, Iceland Naske Air",dassault,dassault falcon 20c,,,3,3,0
10-Aug-01,"Near Meadview, Arizona Papillon Grand Canyon Helicopters of Las Vegas",aérospatiale,aerospatiale as350 eurocopter helicoper,,,7,6,0
23-Aug-01,"Mugogo, Democratic Republic Congo Victoria Airlines",antonov,antonov 28,,,11,4,0
24-Aug-01,"Ithaca, New York Ameristar Jet Charter",learjet,learjet 25,,,2,2,0
24-Aug-01,"Lajes, Terceira, Azores Air Transat",airbus,airbus a-330-243,,,304,0,0
29-Aug-01,"Near Malaga, Spain Binter Mediterráneo",casa,casa cn-235-200,,,47,4,0
11-Sep-01,"Arlington, Virginia. American Airlines",boeing,boeing b-757-223,,,64,64,125
11-Sep-01,"New York City, New York American Airlines",boeing,boeing 767-223er,,,92,92,2750
11-Sep-01,"New York City, New York United Air Lines",boeing,boeing b-767-222,,,65,65,2750
11-Sep-01,"Shanksville, Pennsylvania United Air Lines",boeing,boeing b-757-222,,,44,44,0
12-Sep-01,"Near Chichen Itza, Mexico Aero Ferinco Charter",let,let 410uvp,,,19,19,0
15-Sep-01,"Belo Horizonte, Brazil TAM (Brazil)",fokker,fokker 100,,,82,1,0
18-Sep-01,"Guatemala City, Guatemala Atlantic Airlines",let,let 410uvp-e,,,13,9,0
4-Oct-01,"110 miles SW of Sochi, Russia Sibir Airlines",tupolev,tupolev tu-154m,,,78,78,0
8-Oct-01,"Mollet Lake, Quebec, Canada Air Saint Maurice Inc.",de havilland,de havilland dhc-2 mk 1 beaver,,,7,3,0
8-Oct-01,"Milan, Italy Scandinavian Airlines (SAS) / Private",,md-87,cessna  citation ii,cessna 525a citation ii se-dma,114,114,4
10-Oct-01,"Off Valencia, Spain Flightline",swearingen,swearingen sa-226at merlin iv,,,10,10,0
10-Oct-01,"Dillingham, Alaska PenAir",cessna,cessna 208 caravan,,,10,10,0
11-Oct-01,"Shamattawa, Canada Perimeter Airlines",swearingen,swearingen sa.226tc metro i,,,3,2,0
